1173,23;2926,200
1332,492;3323,979
80,9979;201,341
276,3989;688,847
302,8508;754,816
356,0129;887,384
383,8485;956,607
121,7817;303,092
244,6974;409,70
344,2785;858,210
411,1165;1024,55
443,9606;1106,01
778,9045;1940,257
867,38;2403,248
964,057;2707,59
1112,076;2773,39
1408,013;3512,64
661,6570;1,568E+03
